Category	Variants	Gene
Splice-altering	16	CAPN3
Splice-altering	16	KMT2D
Splice-altering	16	PLB1
Splice-altering	16	SYNE2
Splice-altering	17	COL2A1
Splice-altering	17	GCN1
Splice-altering	17	TTC3
Splice-altering	18	COL4A5
Splice-altering	21	KDM6A
Splice-altering	21	MSH2
Splice-altering	23	COL7A1
Splice-altering	23	PHEX
Splice-altering	23	PTEN
Splice-altering	27	F8
Splice-altering	27	PIK3R1
Splice-altering	29	CDH1
Splice-altering	30	ATM
Splice-altering	31	FBN1
Splice-altering	32	DMD
Splice-altering	32	RHD
Splice-altering	33	RSRP1
Splice-altering	34	ABCA4
Splice-altering	36	PALB2
Splice-altering	39	MLH1
Splice-altering	40	RB1
Splice-altering	59	CFTR
Splice-altering	65	TP53
Splice-altering	128	NF1
Splice-altering	131	BRCA1
Splice-altering	157	BRCA2
Low-frequency	1	A2M
Low-frequency	1	AAR2
Low-frequency	1	ABCA2
Low-frequency	1	ABCA3
Low-frequency	1	ABCA5
Low-frequency	1	ABCA7
Low-frequency	1	ABCA9
Low-frequency	1	ABCB10
Low-frequency	1	ABCB5
Low-frequency	1	ABCB6
Low-frequency	1	ABCB8
Low-frequency	1	ABCE1
Low-frequency	1	ABCF3
Low-frequency	1	ABHD16A
Low-frequency	1	ABHD6
Low-frequency	1	ABI3BP
Low-frequency	1	ABL1
Low-frequency	1	ABLIM3
Low-frequency	1	ACAA1
Low-frequency	1	ACAD9
Low-frequency	1	ACADL
Low-frequency	1	ACADSB
Low-frequency	1	ACAN
Low-frequency	1	ACAP3
Low-frequency	1	ACER2
Low-frequency	1	ACO1
Low-frequency	1	ACOXL
Low-frequency	1	ACP7
Low-frequency	1	ACSBG2
Low-frequency	1	ACSF3
Low-frequency	1	ACSL4
Low-frequency	1	ACSM2B
Low-frequency	1	ACSM4
Low-frequency	1	ACSS2
Low-frequency	1	ACTN2
Low-frequency	1	ACTR10
Low-frequency	1	ACVR1B
Low-frequency	1	ADAL
Low-frequency	1	ADAM17
Low-frequency	1	ADAM33
Low-frequency	1	ADAMTS15
Low-frequency	1	ADAMTS9
Low-frequency	1	ADAP1
Low-frequency	1	ADAP2
Low-frequency	1	ADCK1
Low-frequency	1	ADCK5
Low-frequency	1	ADCY1
Low-frequency	1	ADCY3
Low-frequency	1	ADCY7
Low-frequency	1	ADGB
Low-frequency	1	ADGRB1
Low-frequency	1	ADGRB2
Low-frequency	1	ADGRE5
Low-frequency	1	ADGRG1
Low-frequency	1	ADGRL1
Low-frequency	1	ADGRV1
Low-frequency	1	ADH6
Low-frequency	1	ADIPOR2
Low-frequency	1	ADRM1
Low-frequency	1	AEBP1
Low-frequency	1	AFF4
Low-frequency	1	AFG3L1P
Low-frequency	1	AFG3L2
Low-frequency	1	AGAP3
Low-frequency	1	AGAP6
Low-frequency	1	AGFG1
Low-frequency	1	AGGF1
Low-frequency	1	AGO1
Low-frequency	1	AGPAT2
Low-frequency	1	AGPAT5
Low-frequency	1	AGPS
Low-frequency	1	AHCY
Low-frequency	1	AHCYL1
Low-frequency	1	AHI1
Low-frequency	1	AHNAK
Low-frequency	1	AHSA2P
Low-frequency	1	AIFM1
Low-frequency	1	AIMP1
Low-frequency	1	AIRE
Low-frequency	1	AJAP1
Low-frequency	1	AK2
Low-frequency	1	AK7
Low-frequency	1	AKAP10
Low-frequency	1	AKAP11
Low-frequency	1	AKAP13
Low-frequency	1	AKAP9
Low-frequency	1	AKR1D1
Low-frequency	1	AKT2
Low-frequency	1	ALDH16A1
Low-frequency	1	ALDH2
Low-frequency	1	ALDH3A1
Low-frequency	1	ALDH3A2
Low-frequency	1	ALDH3B1
Low-frequency	1	ALDH5A1
Low-frequency	1	ALDOA
Low-frequency	1	ALDOB
Low-frequency	1	ALDOC
Low-frequency	1	ALG1
Low-frequency	1	ALG1L1P
Low-frequency	1	ALK
Low-frequency	1	ALKBH6
Low-frequency	1	ALPK3
Low-frequency	1	ALS2
Low-frequency	1	ALYREF
Low-frequency	1	AMD1
Low-frequency	1	AMHR2
Low-frequency	1	AMOTL1
Low-frequency	1	AMPD1
Low-frequency	1	AMZ1
Low-frequency	1	ANAPC11
Low-frequency	1	ANAPC2
Low-frequency	1	ANAPC7
Low-frequency	1	ANGPTL4
Low-frequency	1	ANKAR
Low-frequency	1	ANKFN1
Low-frequency	1	ANKHD1
Low-frequency	1	ANKHD1-EIF4EBP3
Low-frequency	1	ANKMY1
Low-frequency	1	ANKMY2
Low-frequency	1	ANKRA2
Low-frequency	1	ANKRD13C
Low-frequency	1	ANKRD17
Low-frequency	1	ANKRD2
Low-frequency	1	ANKRD24
Low-frequency	1	ANKRD28
Low-frequency	1	ANKRD36B
Low-frequency	1	ANKS3
Low-frequency	1	ANO8
Low-frequency	1	ANXA7
Low-frequency	1	AP2A2
Low-frequency	1	AP2S1
Low-frequency	1	AP3M2
Low-frequency	1	AP3S2
Low-frequency	1	AP4M1
Low-frequency	1	AP4S1
Low-frequency	1	APEH
Low-frequency	1	API5
Low-frequency	1	APOC3
Low-frequency	1	APOD
Low-frequency	1	APOO
Low-frequency	1	APTX
Low-frequency	1	AQP1
Low-frequency	1	ARAP1
Low-frequency	1	ARAP2
Low-frequency	1	ARF3
Low-frequency	1	ARF5
Low-frequency	1	ARFGAP1
Low-frequency	1	ARFIP1
Low-frequency	1	ARG1
Low-frequency	1	ARHGAP1
Low-frequency	1	ARHGAP21
Low-frequency	1	ARHGAP23
Low-frequency	1	ARHGAP28
Low-frequency	1	ARHGAP33
Low-frequency	1	ARHGEF11
Low-frequency	1	ARHGEF17
Low-frequency	1	ARHGEF2
Low-frequency	1	ARHGEF5
Low-frequency	1	ARHGEF6
Low-frequency	1	ARID3A
Low-frequency	1	ARID3C
Low-frequency	1	ARID4A
Low-frequency	1	ARID4B
Low-frequency	1	ARL13B
Low-frequency	1	ARL5A
Low-frequency	1	ARMC1
Low-frequency	1	ARMC2
Low-frequency	1	ARMC6
Low-frequency	1	ARMC9
Low-frequency	1	ARNT
Low-frequency	1	ARPC1B
Low-frequency	1	ARPIN-AP3S2
Low-frequency	1	ARRB1
Low-frequency	1	ARSK
Low-frequency	1	ARV1
Low-frequency	1	ARVCF
Low-frequency	1	ASAP2
Low-frequency	1	ASB3
Low-frequency	1	ASIC1
Low-frequency	1	ASPHD1
Low-frequency	1	ASPSCR1
Low-frequency	1	ATAD3A
Low-frequency	1	ATF6B
Low-frequency	1	ATG10
Low-frequency	1	ATG4C
Low-frequency	1	ATG5
Low-frequency	1	ATP10D
Low-frequency	1	ATP13A5
Low-frequency	1	ATP1B1
Low-frequency	1	ATP2B4
Low-frequency	1	ATP5MC2
Low-frequency	1	ATP5MC3
Low-frequency	1	ATP5MK
Low-frequency	1	ATP6AP2
Low-frequency	1	ATP6V1C2
Low-frequency	1	ATP6V1D
Low-frequency	1	ATP8B3
Low-frequency	1	ATRAID
Low-frequency	1	ATXN10
Low-frequency	1	AUH
Low-frequency	1	AURKA
Low-frequency	1	AURKB
Low-frequency	1	B4GALNT1
Low-frequency	1	B4GALT3
Low-frequency	1	B9D1
Low-frequency	1	BACE1
Low-frequency	1	BAIAP2
Low-frequency	1	BAIAP2L1
Low-frequency	1	BANK1
Low-frequency	1	BAZ1A
Low-frequency	1	BAZ2A
Low-frequency	1	BBS7
Low-frequency	1	BCAP31
Low-frequency	1	BCAR3
Low-frequency	1	BCAS1
Low-frequency	1	BCKDK
Low-frequency	1	BCL11B
Low-frequency	1	BCL2L13
Low-frequency	1	BCL6
Low-frequency	1	BCL7B
Low-frequency	1	BCL9L
Low-frequency	1	BCLAF1
Low-frequency	1	BCORL1
Low-frequency	1	BCS1L
Low-frequency	1	BLK
Low-frequency	1	BLNK
Low-frequency	1	BLOC1S6
Low-frequency	1	BLTP1
Low-frequency	1	BLTP2
Low-frequency	1	BLVRB
Low-frequency	1	BMP7
Low-frequency	1	BMPER
Low-frequency	1	BNIP3
Low-frequency	1	BOC
Low-frequency	1	BPNT1
Low-frequency	1	BPNT2
Low-frequency	1	BRD2
Low-frequency	1	BRD4
Low-frequency	1	BRDT
Low-frequency	1	BRI3
Low-frequency	1	BRIP1
Low-frequency	1	BRME1
Low-frequency	1	BRPF1
Low-frequency	1	BRSK1
Low-frequency	1	BRWD1
Low-frequency	1	BTAF1
Low-frequency	1	BTBD2
Low-frequency	1	BTBD8
Low-frequency	1	BTBD9
Low-frequency	1	BTD
Low-frequency	1	BTG2
Low-frequency	1	BTLA
Low-frequency	1	BTN3A1
Low-frequency	1	BTNL9
Low-frequency	1	BUD13
Low-frequency	1	BZW1
Low-frequency	1	BZW2
Low-frequency	1	C10orf105
Low-frequency	1	C11orf58
Low-frequency	1	C11orf98
Low-frequency	1	C12orf4
Low-frequency	1	C12orf60
Low-frequency	1	C15orf40
Low-frequency	1	C17orf107
Low-frequency	1	C1DP1
Low-frequency	1	C1S
Low-frequency	1	C1orf116
Low-frequency	1	C1orf43
Low-frequency	1	C3orf52
Low-frequency	1	C7orf57
Low-frequency	1	C8orf33
Low-frequency	1	C9orf78
Low-frequency	1	CABCOCO1
Low-frequency	1	CABP4
Low-frequency	1	CACNA1E
Low-frequency	1	CACNA1G
Low-frequency	1	CACNB1
Low-frequency	1	CACNB3
Low-frequency	1	CACYBP
Low-frequency	1	CAD
Low-frequency	1	CADM1
Low-frequency	1	CADM4
Low-frequency	1	CALB1
Low-frequency	1	CALR3
Low-frequency	1	CAMK2A
Low-frequency	1	CAMK2B
Low-frequency	1	CAMKV
Low-frequency	1	CAMSAP2
Low-frequency	1	CAMTA2
Low-frequency	1	CANX
Low-frequency	1	CAP2
Low-frequency	1	CAPG
Low-frequency	1	CAPN7
Low-frequency	1	CAPN8
Low-frequency	1	CAPNS1
Low-frequency	1	CARMIL1
Low-frequency	1	CARMIL2
Low-frequency	1	CASD1
Low-frequency	1	CASKIN2
Low-frequency	1	CASP2
Low-frequency	1	CASP4
Low-frequency	1	CASP6
Low-frequency	1	CAT
Low-frequency	1	CATSPERD
Low-frequency	1	CATSPERG
Low-frequency	1	CBR4
Low-frequency	1	CCDC102A
Low-frequency	1	CCDC120
Low-frequency	1	CCDC14
Low-frequency	1	CCDC183
Low-frequency	1	CCDC186
Low-frequency	1	CCDC22
Low-frequency	1	CCDC50
Low-frequency	1	CCDC59
Low-frequency	1	CCDC66
Low-frequency	1	CCDC7
Low-frequency	1	CCDC85C
Low-frequency	1	CCDC91
Low-frequency	1	CCL13
Low-frequency	1	CCL5
Low-frequency	1	CCNDBP1
Low-frequency	1	CCNG1
Low-frequency	1	CCNI
Low-frequency	1	CCNK
Low-frequency	1	CCNL1
Low-frequency	1	CCNT1
Low-frequency	1	CCNY
Low-frequency	1	CCR7
Low-frequency	1	CCT3
Low-frequency	1	CCT6A
Low-frequency	1	CD19
Low-frequency	1	CD2AP
Low-frequency	1	CD36
Low-frequency	1	CD46
Low-frequency	1	CD55
Low-frequency	1	CD68
Low-frequency	1	CD82
Low-frequency	1	CD96
Low-frequency	1	CDC14B
Low-frequency	1	CDC16
Low-frequency	1	CDC42SE1
Low-frequency	1	CDC45
Low-frequency	1	CDCA2
Low-frequency	1	CDCA8
Low-frequency	1	CDHR3
Low-frequency	1	CDK12
Low-frequency	1	CDK14
Low-frequency	1	CDK17
Low-frequency	1	CDK18
Low-frequency	1	CDK19
Low-frequency	1	CDK3
Low-frequency	1	CDKL1
Low-frequency	1	CEBPZ
Low-frequency	1	CELA3A
Low-frequency	1	CELF1
Low-frequency	1	CELF2
Low-frequency	1	CEMIP
Low-frequency	1	CEMIP2
Low-frequency	1	CENATAC
Low-frequency	1	CENPE
Low-frequency	1	CENPH
Low-frequency	1	CENPI
Low-frequency	1	CENPJ
Low-frequency	1	CENPS
Low-frequency	1	CENPS-CORT
Low-frequency	1	CENPT
Low-frequency	1	CEP104
Low-frequency	1	CEP112
Low-frequency	1	CEP128
Low-frequency	1	CEP162
Low-frequency	1	CEP164
Low-frequency	1	CEP170B
Low-frequency	1	CEP41
Low-frequency	1	CEP68
Low-frequency	1	CEP78
Low-frequency	1	CERK
Low-frequency	1	CFAP206
Low-frequency	1	CFAP36
Low-frequency	1	CFAP44
Low-frequency	1	CFAP45
Low-frequency	1	CFAP58
Low-frequency	1	CFAP65
Low-frequency	1	CFAP77
Low-frequency	1	CFL1
Low-frequency	1	CHAF1B
Low-frequency	1	CHCHD6
Low-frequency	1	CHD3
Low-frequency	1	CHD8
Low-frequency	1	CHEK1
Low-frequency	1	CHFR
Low-frequency	1	CHGA
Low-frequency	1	CHL1
Low-frequency	1	CHMP4A
Low-frequency	1	CHMP5
Low-frequency	1	CHRAC1
Low-frequency	1	CHRD
Low-frequency	1	CHRNA1
Low-frequency	1	CHRNE
Low-frequency	1	CHROMR
Low-frequency	1	CHTOP
Low-frequency	1	CIAO3
Low-frequency	1	CIB2
Low-frequency	1	CIC
Low-frequency	1	CIDEB
Low-frequency	1	CIP2A
Low-frequency	1	CIR1
Low-frequency	1	CIRBP
Low-frequency	1	CLCN4
Low-frequency	1	CLCN6
Low-frequency	1	CLDN15
Low-frequency	1	CLDN19
Low-frequency	1	CLDN2
Low-frequency	1	CLDND1
Low-frequency	1	CLIP1
Low-frequency	1	CLIP4
Low-frequency	1	CLK1
Low-frequency	1	CLK3
Low-frequency	1	CLK4
Low-frequency	1	CLMN
Low-frequency	1	CLPP
Low-frequency	1	CLPTM1
Low-frequency	1	CMC1
Low-frequency	1	CNBP
Low-frequency	1	CNGA1
Low-frequency	1	CNGB1
Low-frequency	1	CNIH2
Low-frequency	1	CNKSR1
Low-frequency	1	CNOT10
Low-frequency	1	CNOT6L
Low-frequency	1	CNPY2
Low-frequency	1	CNTNAP2
Low-frequency	1	CNTNAP4
Low-frequency	1	CNTROB
Low-frequency	1	COA5
Low-frequency	1	COG2
Low-frequency	1	COG6
Low-frequency	1	COG7
Low-frequency	1	COL18A1
Low-frequency	1	COL20A1
Low-frequency	1	COL21A1
Low-frequency	1	COLEC12
Low-frequency	1	COMMD10
Low-frequency	1	COMP
Low-frequency	1	COP1
Low-frequency	1	COPB1
Low-frequency	1	COPS2
Low-frequency	1	COPZ1
Low-frequency	1	COQ5
Low-frequency	1	COQ6
Low-frequency	1	CORO2B
Low-frequency	1	COTL1
Low-frequency	1	COX10
Low-frequency	1	COX19
Low-frequency	1	CPB2
Low-frequency	1	CPEB2
Low-frequency	1	CPED1
Low-frequency	1	CPLANE1
Low-frequency	1	CPLANE2
Low-frequency	1	CPO
Low-frequency	1	CPSF3
Low-frequency	1	CR1L
Low-frequency	1	CRABP2
Low-frequency	1	CRAT
Low-frequency	1	CREB3L2
Low-frequency	1	CREG2
Low-frequency	1	CRIP3
Low-frequency	1	CRNKL1
Low-frequency	1	CRYBG1
Low-frequency	1	CS
Low-frequency	1	CSGALNACT1
Low-frequency	1	CSNK1D
Low-frequency	1	CSNK1E
Low-frequency	1	CSNK1G2
Low-frequency	1	CSNK2A2
Low-frequency	1	CSPP1
Low-frequency	1	CTSB
Low-frequency	1	CUEDC1
Low-frequency	1	CUEDC2
Low-frequency	1	CUL4B
Low-frequency	1	CUL5
Low-frequency	1	CUTA
Low-frequency	1	CWC25
Low-frequency	1	CWC27
Low-frequency	1	CWF19L2
Low-frequency	1	CWH43
Low-frequency	1	CXADR
Low-frequency	1	CXCL9
Low-frequency	1	CXXC1
Low-frequency	1	CXorf38
Low-frequency	1	CYB5R1
Low-frequency	1	CYFIP2
Low-frequency	1	CYLD
Low-frequency	1	CYP1A2
Low-frequency	1	CYP2E1
Low-frequency	1	CYP3A5
Low-frequency	1	CYP4A11
Low-frequency	1	CYP4F2
Low-frequency	1	CYP4F22
Low-frequency	1	CYP4X1
Low-frequency	1	CYRIA
Low-frequency	1	CYTH1
Low-frequency	1	DACH1
Low-frequency	1	DAGLA
Low-frequency	1	DAP3
Low-frequency	1	DAW1
Low-frequency	1	DAZAP1
Low-frequency	1	DAZL
Low-frequency	1	DBF4B
Low-frequency	1	DBNL
Low-frequency	1	DBR1
Low-frequency	1	DCAF13
Low-frequency	1	DCAF15
Low-frequency	1	DCAF8
Low-frequency	1	DCBLD2
Low-frequency	1	DCP1A
Low-frequency	1	DCT
Low-frequency	1	DCTN5
Low-frequency	1	DCUN1D1
Low-frequency	1	DCXR
Low-frequency	1	DDX21
Low-frequency	1	DDX23
Low-frequency	1	DDX50
Low-frequency	1	DDX60L
Low-frequency	1	DEAF1
Low-frequency	1	DEK
Low-frequency	1	DELEC1
Low-frequency	1	DENND10
Low-frequency	1	DENND4A
Low-frequency	1	DENND6A
Low-frequency	1	DESI1
Low-frequency	1	DESI2
Low-frequency	1	DEUP1
Low-frequency	1	DFFB
Low-frequency	1	DGAT1
Low-frequency	1	DGKH
Low-frequency	1	DGKZ
Low-frequency	1	DHCR24
Low-frequency	1	DHODH
Low-frequency	1	DHPS
Low-frequency	1	DHRSX
Low-frequency	1	DHX30
Low-frequency	1	DHX40
Low-frequency	1	DHX8
Low-frequency	1	DIMT1
Low-frequency	1	DIPK1A
Low-frequency	1	DIS3L2
Low-frequency	1	DLEC1
Low-frequency	1	DLG1
Low-frequency	1	DLG4
Low-frequency	1	DLST
Low-frequency	1	DMAC2L
Low-frequency	1	DMBT1
Low-frequency	1	DMBX1
Low-frequency	1	DMC1
Low-frequency	1	DMPK
Low-frequency	1	DMXL2
Low-frequency	1	DNA2
Low-frequency	1	DNAAF11
Low-frequency	1	DNAAF9
Low-frequency	1	DNAH2
Low-frequency	1	DNAH8
Low-frequency	1	DNAJA1
Low-frequency	1	DNAJB6
Low-frequency	1	DNAJC10
Low-frequency	1	DNAJC25-GNG10
Low-frequency	1	DNAJC8
Low-frequency	1	DNMBP
Low-frequency	1	DNMT1
Low-frequency	1	DNTTIP2
Low-frequency	1	DOCK11
Low-frequency	1	DOCK6
Low-frequency	1	DOCK7
Low-frequency	1	DOK4
Low-frequency	1	DPH6
Low-frequency	1	DPP10
Low-frequency	1	DPY19L1P1
Low-frequency	1	DPY19L2P1
Low-frequency	1	DPY19L4
Low-frequency	1	DPY30
Low-frequency	1	DPYSL2
Low-frequency	1	DSG1
Low-frequency	1	DTNA
Low-frequency	1	DTYMK
Low-frequency	1	DUOX1
Low-frequency	1	DUOX2
Low-frequency	1	DUSP12
Low-frequency	1	DYNC2I1
Low-frequency	1	DYNC2I2
Low-frequency	1	DYNLT2B
Low-frequency	1	E2F1
Low-frequency	1	E2F2
Low-frequency	1	E2F4
Low-frequency	1	ECI2
Low-frequency	1	ECPAS
Low-frequency	1	EDC4
Low-frequency	1	EDEM3
Low-frequency	1	EEA1
Low-frequency	1	EED
Low-frequency	1	EEF1AKMT1
Low-frequency	1	EEF2
Low-frequency	1	EEIG2
Low-frequency	1	EFCAB13
Low-frequency	1	EFCAB7
Low-frequency	1	EFL1
Low-frequency	1	EHBP1L1
Low-frequency	1	EHF
Low-frequency	1	EHMT2
Low-frequency	1	EI24
Low-frequency	1	EIF2A
Low-frequency	1	EIF2B4
Low-frequency	1	EIF2S1
Low-frequency	1	EIF3A
Low-frequency	1	EIF3L
Low-frequency	1	EIF4E2
Low-frequency	1	EIF4G1
Low-frequency	1	EIF5B
Low-frequency	1	ELAC2
Low-frequency	1	ELAVL1
Low-frequency	1	ELF1
Low-frequency	1	ELF3
Low-frequency	1	ELK1
Low-frequency	1	ELOVL1
Low-frequency	1	EMC10
Low-frequency	1	ENO2
Low-frequency	1	ENOX2
Low-frequency	1	ENPP2
Low-frequency	1	ENTREP1
Low-frequency	1	EPB41L2
Low-frequency	1	EPB41L4A
Low-frequency	1	EPC1
Low-frequency	1	EPCAM
Low-frequency	1	EPHA1
Low-frequency	1	EPHA10
Low-frequency	1	EPHB2
Low-frequency	1	EPHB4
Low-frequency	1	EPS8L2
Low-frequency	1	ERAL1
Low-frequency	1	ERCC3
Low-frequency	1	ERCC6
Low-frequency	1	ERGIC2
Low-frequency	1	ERI2
Low-frequency	1	ERLEC1
Low-frequency	1	ERMARD
Low-frequency	1	ERMP1
Low-frequency	1	ERO1A
Low-frequency	1	ERP44
Low-frequency	1	ESCO2
Low-frequency	1	ESD
Low-frequency	1	ESRP1
Low-frequency	1	ETHE1
Low-frequency	1	ETV3
Low-frequency	1	ETV4
Low-frequency	1	ETV5
Low-frequency	1	EXD2
Low-frequency	1	EXOC1
Low-frequency	1	EXOC2
Low-frequency	1	EXOC5
Low-frequency	1	EXOSC9
Low-frequency	1	EYS
Low-frequency	1	EZH1
Low-frequency	1	FAAH
Low-frequency	1	FABP3
Low-frequency	1	FAF2
Low-frequency	1	FAM107B
Low-frequency	1	FAM114A1
Low-frequency	1	FAM114A2
Low-frequency	1	FAM120A
Low-frequency	1	FAM131A
Low-frequency	1	FAM135A
Low-frequency	1	FAM172A
Low-frequency	1	FAM177B
Low-frequency	1	FAM193A
Low-frequency	1	FAM205A
Low-frequency	1	FAM20A
Low-frequency	1	FAM20C
Low-frequency	1	FAM217B
Low-frequency	1	FAM227B
Low-frequency	1	FAM234A
Low-frequency	1	FAM234B
Low-frequency	1	FAM53B
Low-frequency	1	FAM81B
Low-frequency	1	FAM91A1
Low-frequency	1	FAM98C
Low-frequency	1	FAN1
Low-frequency	1	FANCD2OS
Low-frequency	1	FANCG
Low-frequency	1	FANCL
Low-frequency	1	FANCM
Low-frequency	1	FAR2
Low-frequency	1	FARSB
Low-frequency	1	FASTKD2
Low-frequency	1	FAT1
Low-frequency	1	FAU
Low-frequency	1	FBF1
Low-frequency	1	FBH1
Low-frequency	1	FBLN1
Low-frequency	1	FBN2
Low-frequency	1	FBXL5
Low-frequency	1	FBXO25
Low-frequency	1	FBXO9
Low-frequency	1	FBXW2
Low-frequency	1	FCGRT
Low-frequency	1	FES
Low-frequency	1	FEZ2
Low-frequency	1	FGF2
Low-frequency	1	FH
Low-frequency	1	FHIT
Low-frequency	1	FHL1
Low-frequency	1	FHOD1
Low-frequency	1	FHOD3
Low-frequency	1	FICD
Low-frequency	1	FKTN
Low-frequency	1	FLCN
Low-frequency	1	FLII
Low-frequency	1	FLJ40194
Low-frequency	1	FLVCR2
Low-frequency	1	FNIP1
Low-frequency	1	FOXK2
Low-frequency	1	FOXP2
Low-frequency	1	FOXP3
Low-frequency	1	FOXP4
Low-frequency	1	FPGS
Low-frequency	1	FREM1
Low-frequency	1	FRK
Low-frequency	1	FRMD6
Low-frequency	1	FRS3
Low-frequency	1	FSIP1
Low-frequency	1	FTO
Low-frequency	1	FTSJ3
Low-frequency	1	FUCA2
Low-frequency	1	FURIN
Low-frequency	1	FXYD2
Low-frequency	1	FXYD3
Low-frequency	1	FXYD6-FXYD2
Low-frequency	1	FYCO1
Low-frequency	1	FZD6
Low-frequency	1	GABPA
Low-frequency	1	GABRA1
Low-frequency	1	GABRB3
Low-frequency	1	GABRG3
Low-frequency	1	GALE
Low-frequency	1	GALNT15
Low-frequency	1	GAN
Low-frequency	1	GANAB
Low-frequency	1	GAR1
Low-frequency	1	GAREM1
Low-frequency	1	GARS1
Low-frequency	1	GATD1
Low-frequency	1	GATD3
Low-frequency	1	GBF1
Low-frequency	1	GCC1
Low-frequency	1	GCDH
Low-frequency	1	GCFC2
Low-frequency	1	GCK
Low-frequency	1	GDAP2
Low-frequency	1	GDPD3
Low-frequency	1	GEMIN5
Low-frequency	1	GEN1
Low-frequency	1	GET1
Low-frequency	1	GET3
Low-frequency	1	GFM1
Low-frequency	1	GGA3
Low-frequency	1	GHRHR
Low-frequency	1	GIN1
Low-frequency	1	GINS1
Low-frequency	1	GIT1
Low-frequency	1	GLOD4
Low-frequency	1	GLRA1
Low-frequency	1	GNA12
Low-frequency	1	GNAT1
Low-frequency	1	GNG10
Low-frequency	1	GNL1
Low-frequency	1	GNL2
Low-frequency	1	GNL3
Low-frequency	1	GNPDA1
Low-frequency	1	GOLGA2
Low-frequency	1	GOLGA6A
Low-frequency	1	GOLPH3L
Low-frequency	1	GOLT1B
Low-frequency	1	GORAB
Low-frequency	1	GP2
Low-frequency	1	GPAT4
Low-frequency	1	GPATCH4
Low-frequency	1	GPC1
Low-frequency	1	GPD2
Low-frequency	1	GPHA2
Low-frequency	1	GPHN
Low-frequency	1	GPN1
Low-frequency	1	GPR137B
Low-frequency	1	GPS1
Low-frequency	1	GPS2
Low-frequency	1	GRAMD1A
Low-frequency	1	GRAMD1C
Low-frequency	1	GRB14
Low-frequency	1	GRB7
Low-frequency	1	GREB1
Low-frequency	1	GRHL2
Low-frequency	1	GRHPR
Low-frequency	1	GRINA
Low-frequency	1	GRK2
Low-frequency	1	GRK4
Low-frequency	1	GRSF1
Low-frequency	1	GSDMB
Low-frequency	1	GSDMC
Low-frequency	1	GSDME
Low-frequency	1	GSTA1
Low-frequency	1	GSTA4
Low-frequency	1	GTF2H5
Low-frequency	1	GTF2I
Low-frequency	1	GTF3C1
Low-frequency	1	GTF3C3
Low-frequency	1	GTPBP3
Low-frequency	1	GULP1
Low-frequency	1	GYG2
Low-frequency	1	GYPA
Low-frequency	1	GYPE
Low-frequency	1	GYS2
Low-frequency	1	HACD4
Low-frequency	1	HAGHL
Low-frequency	1	HAUS1
Low-frequency	1	HAUS4
Low-frequency	1	HBS1L
Low-frequency	1	HCCS
Low-frequency	1	HCFC2
Low-frequency	1	HDAC11
Low-frequency	1	HDAC2
Low-frequency	1	HDLBP
Low-frequency	1	HEATR1
Low-frequency	1	HEATR3
Low-frequency	1	HEATR5A
Low-frequency	1	HECTD3
Low-frequency	1	HELQ
Low-frequency	1	HELZ
Low-frequency	1	HERC2
Low-frequency	1	HERC4
Low-frequency	1	HES1
Low-frequency	1	HES7
Low-frequency	1	HEY1
Low-frequency	1	HFM1
Low-frequency	1	HIBCH
Low-frequency	1	HIF1A
Low-frequency	1	HIGD1A
Low-frequency	1	HINT3
Low-frequency	1	HIRIP3
Low-frequency	1	HKDC1
