Category	Variants	Gene
Low-frequency	6	ALG6
Low-frequency	6	AQP5
Low-frequency	6	ARHGAP12
Low-frequency	6	ARHGEF3
Low-frequency	6	ARMC8
Low-frequency	6	ASAH1
Low-frequency	6	BBS1
Low-frequency	6	BRCA2
Low-frequency	6	C12orf56
Low-frequency	6	CACNA2D2
Low-frequency	6	CACNB2
Low-frequency	6	CAMTA1
Low-frequency	6	CBFA2T3
Low-frequency	6	CCNH
Low-frequency	6	CCZ1B
Low-frequency	6	CDH1
Low-frequency	6	CEP170
Low-frequency	6	CETP
Low-frequency	6	CGN
Low-frequency	6	CHRNA5
Low-frequency	6	CLCN2
Low-frequency	6	CMTR1
Low-frequency	6	COL9A3
Low-frequency	6	COPE
Low-frequency	6	CSF1
Low-frequency	6	DDX59
Low-frequency	6	DES
Low-frequency	6	DLD
Low-frequency	6	DNAJC9
Low-frequency	6	DSPP
Low-frequency	6	EVC2
Low-frequency	6	EZH2
Low-frequency	6	F9
Low-frequency	6	FAM149B1
Low-frequency	6	FAM86C1P
Low-frequency	6	FCHSD2
Low-frequency	6	FGFR1
Low-frequency	6	FRMD4B
Low-frequency	6	FUBP1
Low-frequency	6	GARNL3
Low-frequency	6	GLB1L
Low-frequency	6	GML
Low-frequency	6	GRIK4
Low-frequency	6	GSS
Low-frequency	6	HADHA
Low-frequency	6	HOMER2
Low-frequency	6	HUWE1
Low-frequency	6	IFT172
Low-frequency	6	IKBKB
Low-frequency	6	JAG1
Low-frequency	6	JAKMIP3
Low-frequency	6	KDM2B
Low-frequency	6	KIDINS220
Low-frequency	6	KRTDAP
Low-frequency	6	LDLR
Low-frequency	6	LGI1
Low-frequency	6	LIG1
Low-frequency	6	LSP1
Low-frequency	6	LYST
Low-frequency	6	MAK16
Low-frequency	6	MLPH
Low-frequency	6	MPP7
Low-frequency	6	MROH2B
Low-frequency	6	MSH4
Low-frequency	6	MTMR1
Low-frequency	6	MYL2
Low-frequency	6	MYO7A
Low-frequency	6	NEK6
Low-frequency	6	PAPPA
Low-frequency	6	PCGF6
Low-frequency	6	PDE6C
Low-frequency	6	PEX6
Low-frequency	6	PLA2G6
Low-frequency	6	PMEPA1
Low-frequency	6	PPL
Low-frequency	6	PPT1
Low-frequency	6	PRKCSH
Low-frequency	6	PRKD3
Low-frequency	6	PSTPIP2
Low-frequency	6	RASA1
Low-frequency	6	RASAL2
Low-frequency	6	RNF165
Low-frequency	6	RPL17
Low-frequency	6	RPL17-C18orf32
Low-frequency	6	RPN2
Low-frequency	6	RPS4Y1
Low-frequency	6	SDHC
Low-frequency	6	SEMA3G
Low-frequency	6	SLC25A29
Low-frequency	6	SMCHD1
Low-frequency	6	SMN1
Low-frequency	6	SURF1
Low-frequency	6	SYS1-DBNDD2
Low-frequency	6	TAF4B
Low-frequency	6	TBC1D9B
Low-frequency	6	TEP1
Low-frequency	6	TLE2
Low-frequency	6	TMEM131
Low-frequency	6	TMTC1
Low-frequency	6	TP53TG5
Low-frequency	6	TRIM22
Low-frequency	6	TRIM5
Low-frequency	6	TTI2
Low-frequency	6	UFD1
Low-frequency	6	UGT1A1
Low-frequency	6	UGT1A10
Low-frequency	6	UGT1A3
Low-frequency	6	UGT1A4
Low-frequency	6	UGT1A5
Low-frequency	6	UGT1A6
Low-frequency	6	UGT1A7
Low-frequency	6	UGT1A8
Low-frequency	6	UGT1A9
Low-frequency	6	VPS35
Low-frequency	6	WIPI1
Low-frequency	6	XGY2
Low-frequency	6	ZNF546
Low-frequency	7	ACTR3B
Low-frequency	7	AFF1
Low-frequency	7	ALDH1L2
Low-frequency	7	AP1M1
Low-frequency	7	ARHGEF26
Low-frequency	7	ARPC4
Low-frequency	7	ARPC4-TTLL3
Low-frequency	7	BTF3
Low-frequency	7	CA13
Low-frequency	7	CACNA1S
Low-frequency	7	CCM2
Low-frequency	7	CD34
Low-frequency	7	CD40LG
Low-frequency	7	CDC73
Low-frequency	7	CHD7
Low-frequency	7	CHEK2
Low-frequency	7	CLCN3
Low-frequency	7	COL4A6
Low-frequency	7	COPB2
Low-frequency	7	CTNNA2
Low-frequency	7	CTPS2
Low-frequency	7	CUX1
Low-frequency	7	CYBB
Low-frequency	7	DDX11
Low-frequency	7	DPYD
Low-frequency	7	EDA
Low-frequency	7	ELAPOR1
Low-frequency	7	ERI3
Low-frequency	7	FAS
Low-frequency	7	FKBP15
Low-frequency	7	FXR2
Low-frequency	7	GAA
Low-frequency	7	GLDC
Low-frequency	7	GNS
Low-frequency	7	HMGCL
Low-frequency	7	HNRNPUL2-BSCL2
Low-frequency	7	HTRA3
Low-frequency	7	IDS
Low-frequency	7	IL10
Low-frequency	7	IL13
Low-frequency	7	ITGA3
Low-frequency	7	ITGA5
Low-frequency	7	KDM6A
Low-frequency	7	KMT2C
Low-frequency	7	KMT2D
Low-frequency	7	KRI1
Low-frequency	7	MARS1
Low-frequency	7	MMAB
Low-frequency	7	MYO18A
Low-frequency	7	MYO5A
Low-frequency	7	NAGLU
Low-frequency	7	NCBP3
Low-frequency	7	NDUFS2
Low-frequency	7	NIPBL
Low-frequency	7	NOPCHAP1
Low-frequency	7	NRDC
Low-frequency	7	OS9
Low-frequency	7	OSBPL9
Low-frequency	7	PARVA
Low-frequency	7	PATL1
Low-frequency	7	PCCA
Low-frequency	7	PDE2A
Low-frequency	7	PDE4D
Low-frequency	7	PDPR
Low-frequency	7	PIGH
Low-frequency	7	PKIG
Low-frequency	7	PLA2R1
Low-frequency	7	POLR2G
Low-frequency	7	POMGNT1
Low-frequency	7	PTMS
Low-frequency	7	PTPN11
Low-frequency	7	PTPN3
Low-frequency	7	QTRT1
Low-frequency	7	RABGAP1
Low-frequency	7	RDX
Low-frequency	7	RNASEH2B
Low-frequency	7	RNF130
Low-frequency	7	RNF214
Low-frequency	7	RPS6KA1
Low-frequency	7	SACM1L
Low-frequency	7	SH2D1A
Low-frequency	7	SLC25A20
Low-frequency	7	SLC26A9
Low-frequency	7	SMPD1
Low-frequency	7	SNRPB2
Low-frequency	7	SPINK5
Low-frequency	7	SSBP2
Low-frequency	7	STK11IP
Low-frequency	7	TH2LCRR
Low-frequency	7	TOPBP1
Low-frequency	7	TPMT
Low-frequency	7	TRIM35
Low-frequency	7	USP33
Low-frequency	7	VAC14
Low-frequency	7	VMP1
Low-frequency	7	XPC
Low-frequency	7	XRN1
Low-frequency	7	ZFYVE27
Low-frequency	8	ABCC2
Low-frequency	8	ACBD5
Low-frequency	8	ACTN1
Low-frequency	8	ACTR3
Low-frequency	8	AFAP1L1
Low-frequency	8	AQP2
Low-frequency	8	ARL3
Low-frequency	8	AVIL
Low-frequency	8	BPIFB3
Low-frequency	8	CAMK4
Low-frequency	8	CARD14
Low-frequency	8	CARS1
Low-frequency	8	CASK
Low-frequency	8	CCBE1
Low-frequency	8	CCNE1
Low-frequency	8	CERS4
Low-frequency	8	CHD1
Low-frequency	8	COL6A1
Low-frequency	8	COQ8A
Low-frequency	8	DOCK4
Low-frequency	8	EBNA1BP2
Low-frequency	8	EIF4ENIF1
Low-frequency	8	ELL
Low-frequency	8	ETFA
Low-frequency	8	FAM13A
Low-frequency	8	FBXL2
Low-frequency	8	GARRE1
Low-frequency	8	GRAMD2A
Low-frequency	8	GSR
Low-frequency	8	INTS3
Low-frequency	8	IQGAP3
Low-frequency	8	ISY1
Low-frequency	8	ISY1-RAB43
Low-frequency	8	LAMA1
Low-frequency	8	LAMA2
Low-frequency	8	MAP2K4
Low-frequency	8	MED12
Low-frequency	8	MFSD14B
Low-frequency	8	MYO1C
Low-frequency	8	NCOA1
Low-frequency	8	NIPAL2
Low-frequency	8	NRDE2
Low-frequency	8	P2RX4
Low-frequency	8	PALB2
Low-frequency	8	PAN2
Low-frequency	8	PDHA1
Low-frequency	8	PHC2
Low-frequency	8	PHLDB1
Low-frequency	8	PLCB2
Low-frequency	8	PMPCA
Low-frequency	8	PRKAR1A
Low-frequency	8	PRKX
Low-frequency	8	PRPF19
Low-frequency	8	PSMD1
Low-frequency	8	RAE1
Low-frequency	8	RAPH1
Low-frequency	8	REXO2
Low-frequency	8	RPH3AL
Low-frequency	8	SERPINC1
Low-frequency	8	SGK2
Low-frequency	8	SGSH
Low-frequency	8	SLC4A8
Low-frequency	8	SNX13
Low-frequency	8	SUMF1
Low-frequency	8	SUN2
Low-frequency	8	TBC1D22A
Low-frequency	8	TGDS
Low-frequency	8	TRIM39
Low-frequency	8	TRIM39-RPP21
Low-frequency	8	TRIM54
Low-frequency	8	TSFM
Low-frequency	8	TSHR
Low-frequency	8	TSLP
Low-frequency	8	TSPAN14
Low-frequency	8	TTLL9
Low-frequency	8	TXLNB
Low-frequency	8	UBA5
Low-frequency	8	UNC13D
Low-frequency	8	UQCRC1
Low-frequency	8	USB1
Low-frequency	8	USP9X
Low-frequency	8	UTP6
Low-frequency	8	WDPCP
Low-frequency	8	WDR33
Low-frequency	8	XPNPEP2
Low-frequency	8	XPO6
Low-frequency	9	ABCF2
Low-frequency	9	ABCF2-H2BK1
Low-frequency	9	ADA
Low-frequency	9	ADAM12
Low-frequency	9	ADGRD1
Low-frequency	9	ADSL
Low-frequency	9	AKAP3
Low-frequency	9	ALDH7A1
Low-frequency	9	ALG5
Low-frequency	9	ANKH
Low-frequency	9	ATRX
Low-frequency	9	BFSP1
Low-frequency	9	CA1
Low-frequency	9	CA6
Low-frequency	9	CARMIL3
Low-frequency	9	CASQ1
Low-frequency	9	CCDC180
Low-frequency	9	CHD6
Low-frequency	9	CHMP7
Low-frequency	9	COLQ
Low-frequency	9	COQ8B
Low-frequency	9	CPNE1
Low-frequency	9	DDX17
Low-frequency	9	DECR1
Low-frequency	9	DENND1A
Low-frequency	9	DNAJA3
Low-frequency	9	DRG1
Low-frequency	9	DSP
Low-frequency	9	DZANK1
Low-frequency	9	ENG
Low-frequency	9	ENPP1
Low-frequency	9	EPB41
Low-frequency	9	EXOSC5
Low-frequency	9	GLIPR1
Low-frequency	9	GOLGA3
Low-frequency	9	GRK5
Low-frequency	9	IFT81
Low-frequency	9	INO80
Low-frequency	9	IQCH
Low-frequency	9	JHY
Low-frequency	9	KATNB1
Low-frequency	9	KMT2A
Low-frequency	9	KRR1
Low-frequency	9	MAPKAPK5
Low-frequency	9	MARCHF6
Low-frequency	9	MARK4
Low-frequency	9	MCM5
Low-frequency	9	MED24
Low-frequency	9	METTL17
Low-frequency	9	MPV17
Low-frequency	9	MTM1
Low-frequency	9	MTMR4
Low-frequency	9	NAPA
Low-frequency	9	NOTCH3
Low-frequency	9	NPC2
Low-frequency	9	NPM1
Low-frequency	9	NT5DC3
Low-frequency	9	NUP160
Low-frequency	9	OPTC
Low-frequency	9	OSBPL6
Low-frequency	9	OSBPL7
Low-frequency	9	OSGEP
Low-frequency	9	PCBD1
Low-frequency	9	PDE11A
Low-frequency	9	PEPD
Low-frequency	9	PGM2L1
Low-frequency	9	POLR1A
Low-frequency	9	PPP2R5A
Low-frequency	9	PROS1
Low-frequency	9	PYGM
Low-frequency	9	R3HDM2
Low-frequency	9	RAB12
Low-frequency	9	RAB40B
Low-frequency	9	RFC1
Low-frequency	9	SDHB
Low-frequency	9	SEC24A
Low-frequency	9	SEMA4F
Low-frequency	9	SH3BGR
Low-frequency	9	SHANK1
Low-frequency	9	SLMAP
Low-frequency	9	SMARCAL1
Low-frequency	9	STAG2
Low-frequency	9	STAT5B
Low-frequency	9	STK10
Low-frequency	9	SUGT1P4-STRA6LP-CCDC180
Low-frequency	9	TAOK3
Low-frequency	9	TARS2
Low-frequency	9	TNRC6A
Low-frequency	9	TTC3
Low-frequency	9	UROD
Low-frequency	9	UROS
Low-frequency	9	WASHC5
Low-frequency	9	XYLB
Low-frequency	10	ABCB7
Low-frequency	10	ABCG2
Low-frequency	10	ACADM
Low-frequency	10	AMPH
Low-frequency	10	ANKRD11
Low-frequency	10	ATP13A3
Low-frequency	10	ATP1A4
Low-frequency	10	ATP2C1
Low-frequency	10	ATP8B2
Low-frequency	10	BRAF
Low-frequency	10	CA12
Low-frequency	10	CAMK2D
Low-frequency	10	CCZ1
Low-frequency	10	CDK5RAP2
Low-frequency	10	CEP43
Low-frequency	10	COL16A1
Low-frequency	10	CTPS1
Low-frequency	10	CTSH
Low-frequency	10	CUBN
Low-frequency	10	DDX42
Low-frequency	10	DKC1
Low-frequency	10	DNAH1
Low-frequency	10	DNAI3
Low-frequency	10	DNM1L
Low-frequency	10	DRD2
Low-frequency	10	DTX4
Low-frequency	10	EIF4G3
Low-frequency	10	ERBIN
Low-frequency	10	ESR2
Low-frequency	10	FARP1
Low-frequency	10	FCAMR
Low-frequency	10	FOXP1
Low-frequency	10	FUBP3
Low-frequency	10	GALNS
Low-frequency	10	GET1-SH3BGR
Low-frequency	10	GRK3
Low-frequency	10	GTF2A1
Low-frequency	10	GTF2H1
Low-frequency	10	HERC1
Low-frequency	10	INPP5K
Low-frequency	10	IPO9
Low-frequency	10	ITGA6
Low-frequency	10	IVD
Low-frequency	10	KDM8
Low-frequency	10	KIF24
Low-frequency	10	KRT8
Low-frequency	10	LIMK1
Low-frequency	10	MDM4
Low-frequency	10	MYO9B
Low-frequency	10	NOX1
Low-frequency	10	NUGGC
Low-frequency	10	PACS1
Low-frequency	10	PARP6
Low-frequency	10	PFKFB3
Low-frequency	10	PIP4K2B
Low-frequency	10	POLR3A
Low-frequency	10	PRDM5
Low-frequency	10	PSMA3
Low-frequency	10	PUS10
Low-frequency	10	RALGPS1
Low-frequency	10	RIF1
Low-frequency	10	RPH3A
Low-frequency	10	RPS5
Low-frequency	10	SEC14L3
Low-frequency	10	SETBP1
Low-frequency	10	SGPL1
Low-frequency	10	SLC36A3
Low-frequency	10	SLC37A1
Low-frequency	10	SLC39A2
Low-frequency	10	SNRNP70
Low-frequency	10	SPTA1
Low-frequency	10	SPTB
Low-frequency	10	SSPN
Low-frequency	10	STAT2
Low-frequency	10	TFRC
Low-frequency	10	TNRC6C
Low-frequency	10	TRAF3IP2
Low-frequency	10	TRAF3IP3
Low-frequency	10	TRPV2
Low-frequency	10	TSC1
Low-frequency	10	TSPAN6
Low-frequency	10	TTYH2
Low-frequency	10	UACA
Low-frequency	10	UBR1
Low-frequency	10	UQCC1
Low-frequency	10	VWF
Low-frequency	10	XRCC5
Low-frequency	11	ACOT11
Low-frequency	11	ACOX3
Low-frequency	11	ACSBG1
Low-frequency	11	ADAM23
Low-frequency	11	ADAMTS18
Low-frequency	11	AHNAK2
Low-frequency	11	AKAP4
Low-frequency	11	AKR1C3
Low-frequency	11	AP1G1
Low-frequency	11	ARIH2
Low-frequency	11	ARMH4
Low-frequency	11	ARNT2
Low-frequency	11	ATG7
Low-frequency	11	B4GALNT3
Low-frequency	11	BANP
Low-frequency	11	BIN1
Low-frequency	11	BRD9
Low-frequency	11	CAMKK2
Low-frequency	11	CARS2
Low-frequency	11	CCDC27
Low-frequency	11	CFAP61
Low-frequency	11	CLN3
Low-frequency	11	CREBBP
Low-frequency	11	CRYM
Low-frequency	11	DAB2IP
Low-frequency	11	DLG2
Low-frequency	11	DMAP1
Low-frequency	11	DNAH3
Low-frequency	11	DOP1B
Low-frequency	11	DPYSL3
Low-frequency	11	EBF1
Low-frequency	11	EIF3B
Low-frequency	11	EXOC6B
Low-frequency	11	G6PD
Low-frequency	11	GALNT18
Low-frequency	11	GNAS
Low-frequency	11	GRIA1
Low-frequency	11	HOOK3
Low-frequency	11	HSD17B3
Low-frequency	11	HUS1
Low-frequency	11	KATNAL2
Low-frequency	11	KIF13A
Low-frequency	11	KIF5A
Low-frequency	11	MCCC1
Low-frequency	11	MCCC2
Low-frequency	11	MEN1
Low-frequency	11	METTL16
Low-frequency	11	MIX23
Low-frequency	11	MROH7-TTC4
Low-frequency	11	MRPS11
Low-frequency	11	MS4A8
Low-frequency	11	MYBPC3
Low-frequency	11	MYH3
Low-frequency	11	MYO5B
Low-frequency	11	NCF1
Low-frequency	11	NIF3L1
Low-frequency	11	NPHP3-ACAD11
Low-frequency	11	NSMAF
Low-frequency	11	NUP188
Low-frequency	11	PMM2
Low-frequency	11	POC1A
Low-frequency	11	PORCN
Low-frequency	11	PPFIA1
Low-frequency	11	PTPN23
Low-frequency	11	PZP
Low-frequency	11	RABL3
Low-frequency	11	RBM18
Low-frequency	11	RIOK3
Low-frequency	11	SCN1A
Low-frequency	11	SFXN4
Low-frequency	11	SORCS1
Low-frequency	11	SPAG7
Low-frequency	11	SRSF11
Low-frequency	11	STARD3NL
Low-frequency	11	SYNE2
Low-frequency	11	TMEM44
Low-frequency	11	TSPAN33
Low-frequency	11	TTC4
Low-frequency	11	USP25
Low-frequency	11	VAV1
Low-frequency	11	WDTC1
Low-frequency	11	ZNF106
Low-frequency	11	ZXDC
Low-frequency	12	ACACA
Low-frequency	12	ACOT12
Low-frequency	12	AIFM2
Low-frequency	12	ANKS1A
Low-frequency	12	ARHGAP15
Low-frequency	12	AXDND1
Low-frequency	12	CAP1
Low-frequency	12	CCDC47
Low-frequency	12	CEP250
Low-frequency	12	CKMT2
Low-frequency	12	COL23A1
Low-frequency	12	COPG1
Low-frequency	12	CPNE2
Low-frequency	12	CPNE3
Low-frequency	12	CTNNAL1
Low-frequency	12	DDX39A
Low-frequency	12	DHX33
Low-frequency	12	DIAPH1
Low-frequency	12	DNM3
Low-frequency	12	DOCK3
Low-frequency	12	DOCK9
Low-frequency	12	DPYSL5
Low-frequency	12	EDRF1
Low-frequency	12	EIF2B2
Low-frequency	12	ERCC2
Low-frequency	12	EYA1
Low-frequency	12	FCER1G
Low-frequency	12	FEZ1
Low-frequency	12	GID4
Low-frequency	12	GINS4
Low-frequency	12	GPI
Low-frequency	12	GPR107
Low-frequency	12	GRID1
Low-frequency	12	IFT88
Low-frequency	12	JAKMIP2
Low-frequency	12	KRT2
Low-frequency	12	LPIN1
Low-frequency	12	MAP2K5
Low-frequency	12	MAP3K20
Low-frequency	12	MYB
Low-frequency	12	NISCH
Low-frequency	12	NOMO3
Low-frequency	12	P2RY12
Low-frequency	12	PA2G4
Low-frequency	12	PDCD10
Low-frequency	12	PHF21A
Low-frequency	12	PINX1
Low-frequency	12	RARRES1
Low-frequency	12	REPS2
Low-frequency	12	RRP12
Low-frequency	12	RYR2
Low-frequency	12	SAAL1
Low-frequency	12	SEC31B
Low-frequency	12	SEMA4A
Low-frequency	12	SMPX
Low-frequency	12	SNX27
Low-frequency	12	TK2
Low-frequency	12	TMEM255B
Low-frequency	12	TP53
Low-frequency	12	TRAIP
Low-frequency	12	TRIM67
Low-frequency	12	TRIP12
Low-frequency	12	TRPM8
Low-frequency	12	TUFT1
Low-frequency	12	UBE3B
Low-frequency	12	ZMYND11
Low-frequency	12	ZNF34
Low-frequency	13	ACSM1
Low-frequency	13	ANO1
Low-frequency	13	ANXA1
Low-frequency	13	APP
Low-frequency	13	AREL1
Low-frequency	13	ATP6V1B1
Low-frequency	13	ATPAF1
Low-frequency	13	BRWD3
Low-frequency	13	C11orf65
Low-frequency	13	CAPN9
Low-frequency	13	CCDC33
Low-frequency	13	CCDC86
Low-frequency	13	CERNA1
Low-frequency	13	CFAP91
Low-frequency	13	CHCHD3
Low-frequency	13	CLPTM1L
Low-frequency	13	COG4
Low-frequency	13	COL17A1
Low-frequency	13	CREB5
Low-frequency	13	CYB5R3
Low-frequency	13	CYBA
Low-frequency	13	DENND2C
Low-frequency	13	DNTT
Low-frequency	13	EFTUD2
Low-frequency	13	ELMOD3
Low-frequency	13	EPB41L4B
Low-frequency	13	ERC2
Low-frequency	13	FBXO31
Low-frequency	13	FMNL3
Low-frequency	13	GCKR
Low-frequency	13	HYAL4
Low-frequency	13	ITGAE
Low-frequency	13	ITPR3
Low-frequency	13	KIF19
Low-frequency	13	KIF1B
Low-frequency	13	KNTC1
Low-frequency	13	KTN1
Low-frequency	13	LAPTM5
Low-frequency	13	LIMCH1
Low-frequency	13	LMX1B
Low-frequency	13	MAU2
Low-frequency	13	MED27
Low-frequency	13	MELK
Low-frequency	13	MGAT5B
Low-frequency	13	MLC1
Low-frequency	13	MTR
Low-frequency	13	MYO5C
Low-frequency	13	NAA40
Low-frequency	13	NDRG3
Low-frequency	13	NGEF
Low-frequency	13	NMU
Low-frequency	13	OCA2
Low-frequency	13	PEX5L
Low-frequency	13	PGS1
Low-frequency	13	PHC1
Low-frequency	13	PHTF1
Low-frequency	13	PLEKHG4B
Low-frequency	13	POLA2
Low-frequency	13	PPFIBP2
Low-frequency	13	PRKAR2A
Low-frequency	13	RAB36
Low-frequency	13	RAI14
Low-frequency	13	RGS7
Low-frequency	13	RMDN3
Low-frequency	13	RNF212
Low-frequency	13	RSPH1
Low-frequency	13	SEL1L
Low-frequency	13	SETD3
Low-frequency	13	SLC2A11
Low-frequency	13	SLC44A1
Low-frequency	13	SLC5A11
Low-frequency	13	SND1
Low-frequency	13	SOX5
Low-frequency	13	SPTBN1
Low-frequency	13	SRGAP3
Low-frequency	13	STXBP1
Low-frequency	13	TRRAP
Low-frequency	13	USP2
Low-frequency	13	VAX2
Low-frequency	13	XRCC1
Low-frequency	14	ACADVL
Low-frequency	14	ACAT1
Low-frequency	14	ACSM3
Low-frequency	14	AFAP1L2
Low-frequency	14	AKAP1
Low-frequency	14	AMFR
Low-frequency	14	ANO2
Low-frequency	14	APPL1
Low-frequency	14	ARHGEF12
Low-frequency	14	CA3
Low-frequency	14	CCDC63
Low-frequency	14	CLCNKB
Low-frequency	14	CNKSR2
Low-frequency	14	CNOT3
Low-frequency	14	COX16
Low-frequency	14	DBN1
Low-frequency	14	DOCK2
Low-frequency	14	DOCK8
Low-frequency	14	ECEL1
Low-frequency	14	EIF3G
Low-frequency	14	ESYT1
Low-frequency	14	EVPL
Low-frequency	14	FCHSD1
Low-frequency	14	FGD3
Low-frequency	14	GK
Low-frequency	14	GLI1
Low-frequency	14	HMGA1
Low-frequency	14	HSD17B4
Low-frequency	14	HSP90B1
Low-frequency	14	IGF2BP2
Low-frequency	14	IGF2BP3
Low-frequency	14	KRT84
Low-frequency	14	LIX1
Low-frequency	14	MTMR2
Low-frequency	14	NANOG
Low-frequency	14	NAT10
Low-frequency	14	NBEA
Low-frequency	14	NOC3L
Low-frequency	14	OXCT1
Low-frequency	14	PFKP
Low-frequency	14	PITPNA
Low-frequency	14	POLDIP3
Low-frequency	14	RAB40C
Low-frequency	14	RBM6
Low-frequency	14	RBPMS
Low-frequency	14	RCOR2
Low-frequency	14	RNF213
Low-frequency	14	SERPINB11
Low-frequency	14	SERPINB3
Low-frequency	14	SLC25A17
Low-frequency	14	SPHKAP
Low-frequency	14	SYNJ2BP
Low-frequency	14	SYNJ2BP-COX16
Low-frequency	14	TH
Low-frequency	14	TTC13
Low-frequency	14	UBR4
Low-frequency	14	UQCC6
Low-frequency	14	VRK3
Low-frequency	14	WT1
Low-frequency	14	WWP2
Low-frequency	15	AASS
Low-frequency	15	ABCC4
Low-frequency	15	ABCC6
Low-frequency	15	ACACB
Low-frequency	15	ACSL6
Low-frequency	15	ADAM22
Low-frequency	15	AGXT2
Low-frequency	15	APBA1
Low-frequency	15	ARFGEF3
Low-frequency	15	C3orf14
Low-frequency	15	C6orf118
Low-frequency	15	CCDC134
Low-frequency	15	CCDC92
Low-frequency	15	CDK15
Low-frequency	15	CNBD2
Low-frequency	15	DGKD
Low-frequency	15	DNAH10
Low-frequency	15	DNAH10OS
Low-frequency	15	FNBP1
Low-frequency	15	HIP1
Low-frequency	15	ITPR2
Low-frequency	15	JARID2
Low-frequency	15	KALRN
Low-frequency	15	KNSTRN
Low-frequency	15	KRT5
Low-frequency	15	KYAT3
Low-frequency	15	MAN1C1
Low-frequency	15	MARK3
Low-frequency	15	MSI1
Low-frequency	15	MTMR14
Low-frequency	15	MUTYH
Low-frequency	15	NARS2
Low-frequency	15	NFE2L3
Low-frequency	15	NPR1
Low-frequency	15	PARN
Low-frequency	15	PFKM
Low-frequency	15	PRKG1
Low-frequency	15	PRRC2B
Low-frequency	15	PRTFDC1
Low-frequency	15	PTMA
Low-frequency	15	QARS1
Low-frequency	15	RPS19
Low-frequency	15	RPS6KA2
Low-frequency	15	SCGN
Low-frequency	15	SEC63
Low-frequency	15	SLC25A12
Low-frequency	15	SLC28A3
Low-frequency	15	SLC2A3
Low-frequency	15	SMARCD3
Low-frequency	15	SORCS2
Low-frequency	15	SPAG5
Low-frequency	15	SUN1
Low-frequency	15	SYN3
Low-frequency	15	SYNE1
Low-frequency	15	TRPV1
Low-frequency	15	UTRN
Low-frequency	15	VPS13A
Low-frequency	15	ZNFX1
Low-frequency	16	AATF
Low-frequency	16	ABR
Low-frequency	16	ADD1
Low-frequency	16	AHCYL2
Low-frequency	16	ATP2A2
Low-frequency	16	ATP9B
Low-frequency	16	CD84
Low-frequency	16	CD9
Low-frequency	16	CDH26
Low-frequency	16	CES5A
Low-frequency	16	CHMP1A
Low-frequency	16	CPAMD8
Low-frequency	16	CTNND1
Low-frequency	16	DLAT
Low-frequency	16	DOCK10
Low-frequency	16	ELOVL2
Low-frequency	16	ENOSF1
Low-frequency	16	EPB41L3
Low-frequency	16	EPYC
Low-frequency	16	EVC
Low-frequency	16	EXD1
Low-frequency	16	EXOSC10
Low-frequency	16	FBXL20
Low-frequency	16	GALNT9
Low-frequency	16	GLUD1
Low-frequency	16	GLYR1
Low-frequency	16	GON4L
Low-frequency	16	GPR156
Low-frequency	16	GRB10
